altitude_bin,aircraft_make_model,wildlife_number_struck_actual,effect_impact_to_flight,effect_indicated_damage,aircraft_number_of_engines,when_phase_of_flight,conditions_precipitation,remains_of_wildlife_collected,wildlife_size,conditions_sky,pilot_warned_of_birds_or_wildlife,feet_above_ground,is_aircraft_large
0,86,1,1,0,2.0,1,0,0,0,0,0,500,0
1,98,1,1,0,2.0,1,0,0,2,0,0,1500,1
1,110,1,1,1,2.0,0,0,0,0,2,0,6000,1
0,117,1,1,1,2.0,4,0,0,1,2,0,0,0
0,134,1,1,0,2.0,1,4,0,2,2,0,300,1
0,110,1,1,0,2.0,2,0,0,1,1,0,0,1
0,103,1,1,0,2.0,4,0,0,1,2,1,0,1
0,182,1,1,0,2.0,4,0,1,1,0,1,0,0
0,126,1,0,0,2.0,0,0,1,1,1,0,50,0
0,199,1,1,0,2.0,1,0,0,1,1,0,150,0
0,136,1,0,0,2.0,4,0,1,1,2,1,0,0
0,149,1,1,0,2.0,2,0,0,1,0,0,0,0
1,99,1,1,0,2.0,0,0,0,0,1,0,2000,0
0,83,1,1,0,2.0,2,1,1,2,2,0,0,1
0,112,1,0,1,2.0,4,0,1,0,1,0,0,1
1,110,1,1,1,2.0,1,0,0,0,1,0,2000,1
0,108,1,1,1,2.0,4,0,0,1,2,1,0,0
0,172,1,1,1,2.0,4,0,1,1,1,1,0,0
0,113,1,2,1,2.0,4,0,0,2,2,0,0,0
0,89,1,1,0,2.0,1,2,1,0,2,1,10,0
0,100,1,1,1,2.0,1,0,0,0,1,0,800,0
0,89,1,1,1,2.0,1,0,1,0,1,1,250,0
1,98,1,1,1,2.0,1,0,1,0,0,1,1250,1
0,107,1,1,1,2.0,0,0,1,1,1,0,20,0
0,107,1,3,1,2.0,2,0,1,0,1,0,0,0
0,109,1,1,0,2.0,1,0,0,1,0,1,1000,1
0,99,1,1,0,2.0,4,0,0,1,2,0,0,0
0,110,1,1,0,2.0,0,0,0,0,0,0,1000,1
0,110,1,1,0,2.0,4,0,0,1,0,0,0,1
0,110,1,1,0,2.0,0,0,0,1,2,0,1,1
0,100,1,1,0,2.0,2,1,1,0,2,1,0,0
0,107,1,1,0,2.0,2,0,1,0,0,1,0,0
0,86,1,1,0,2.0,4,0,1,1,0,1,0,0
0,132,1,1,0,2.0,2,1,1,1,2,1,0,0
0,87,1,1,0,2.0,2,0,1,1,0,0,0,0
0,123,1,1,0,2.0,1,0,0,1,1,0,100,0
0,86,1,1,0,2.0,4,3,0,0,2,0,0,0
0,84,1,1,0,2.0,1,0,0,1,1,0,100,0
0,86,1,1,0,2.0,0,0,0,1,1,0,20,0
0,110,1,1,0,2.0,2,0,0,1,1,0,0,1
0,86,1,2,1,2.0,4,0,1,1,0,0,0,0
0,122,1,1,1,2.0,0,0,0,0,1,0,1000,1
0,123,1,1,1,2.0,2,0,0,1,0,0,0,0
0,123,1,1,0,2.0,4,0,0,1,1,1,0,0
0,98,1,1,1,2.0,2,0,1,0,0,0,0,1
1,172,1,1,1,2.0,1,0,1,0,0,1,3000,0
0,89,1,1,0,2.0,1,0,0,0,1,1,100,0
0,160,1,1,1,2.0,0,0,0,0,1,0,100,0
0,110,1,1,1,2.0,4,0,0,1,0,0,0,1
0,89,1,1,0,2.0,2,0,0,1,1,0,0,0
0,98,1,1,0,2.0,0,0,0,0,1,0,1000,1
0,207,1,1,0,2.0,4,0,0,1,0,1,0,0
0,83,1,1,0,2.0,1,0,0,1,1,1,25,1
0,83,1,1,1,2.0,2,0,0,1,2,0,0,1
0,100,1,1,1,2.0,1,0,0,1,1,1,10,0
0,110,1,1,0,2.0,1,0,0,1,0,1,5,1
0,182,1,1,0,2.0,1,0,0,1,1,1,500,0
0,200,1,1,0,2.0,2,1,0,1,0,0,0,0
0,89,1,1,1,2.0,1,0,0,1,1,0,400,0
0,86,1,1,0,2.0,4,0,0,1,0,1,0,0
0,86,1,1,1,2.0,2,0,1,1,2,0,0,0
0,86,1,1,1,2.0,2,1,0,2,2,0,0,0
0,86,1,1,0,2.0,4,0,0,1,1,0,0,0
0,89,1,1,0,2.0,2,0,1,2,0,0,0,0
0,190,1,1,1,2.0,1,0,0,2,1,0,150,0
0,98,1,1,1,2.0,2,2,0,1,2,1,0,1
0,147,1,1,1,2.0,0,1,1,2,2,0,10,0
0,100,1,1,0,2.0,2,0,0,1,1,0,0,0
0,110,1,1,1,2.0,1,0,0,1,1,0,200,1
0,107,1,1,1,2.0,2,0,0,1,0,1,0,0
0,98,1,1,1,2.0,1,0,0,1,1,0,1000,1
0,110,1,1,0,2.0,0,4,0,1,2,0,300,1
0,109,1,1,1,2.0,1,0,0,2,1,0,1000,1
0,86,1,1,1,2.0,4,0,1,0,1,0,0,0
0,110,1,1,0,2.0,1,0,0,1,0,1,200,1
0,107,1,1,0,2.0,1,0,1,0,0,1,50,0
0,94,1,0,1,2.0,0,1,1,0,2,1,400,0
0,112,1,1,0,2.0,4,0,0,1,1,0,0,1
0,155,1,1,0,2.0,0,0,0,1,1,0,100,0
0,101,1,1,0,2.0,1,0,1,0,1,1,5,0
0,110,1,1,0,2.0,1,2,1,1,2,1,100,1
0,123,1,1,0,2.0,0,0,0,1,1,0,1000,0
0,128,1,1,1,2.0,2,0,0,1,0,0,0,0
0,89,1,1,0,2.0,0,0,0,0,0,1,300,0
0,95,1,1,0,2.0,1,0,0,1,1,0,500,1
0,123,1,1,0,2.0,2,0,1,2,1,1,0,0
1,122,1,1,0,2.0,5,0,0,0,1,1,4000,1
0,112,1,1,0,2.0,2,1,0,2,0,0,0,1
0,98,1,1,0,2.0,1,2,0,1,2,0,200,1
0,98,1,1,1,2.0,0,1,1,0,2,1,50,1
0,86,1,1,0,2.0,1,0,0,1,2,1,1000,0
0,87,1,1,0,2.0,4,0,1,0,1,0,0,0
0,182,1,1,1,2.0,2,0,1,2,2,1,0,0
0,169,1,0,1,2.0,0,0,0,2,0,0,500,0
0,95,1,1,1,2.0,4,0,0,1,1,0,0,1
0,103,1,1,0,2.0,0,0,0,0,1,1,400,1
0,123,1,1,0,2.0,4,0,1,0,1,1,0,0
0,87,1,1,0,2.0,2,0,1,1,2,1,0,0
0,116,1,1,0,2.0,2,0,0,0,2,0,0,0
1,107,1,1,0,2.0,0,0,0,1,2,1,1100,0
0,110,1,1,0,2.0,4,0,1,1,1,0,0,1
0,126,1,1,1,2.0,0,0,1,1,1,0,50,0
1,98,1,1,1,2.0,1,0,0,2,1,0,1500,1
0,112,1,1,1,2.0,0,0,0,1,1,0,300,1
0,110,1,1,1,2.0,1,0,0,1,1,1,100,1
0,123,1,1,1,2.0,2,0,1,1,1,1,0,0
0,89,1,1,1,2.0,2,0,1,1,0,1,0,0
0,199,1,1,1,2.0,0,0,0,2,2,0,150,0
0,97,1,1,0,2.0,4,0,0,2,1,1,0,1
0,132,1,1,0,2.0,4,0,0,0,0,1,0,0
0,86,1,3,0,2.0,2,0,0,1,1,1,0,0
0,123,1,1,1,2.0,1,0,0,1,1,1,700,0
0,148,1,1,0,2.0,1,0,1,1,1,0,400,0
0,98,1,1,0,2.0,1,0,0,1,2,1,30,1
0,109,1,1,1,2.0,2,0,1,1,1,1,0,1
0,110,1,1,0,2.0,1,0,1,0,0,1,500,1
0,89,1,1,0,2.0,4,1,0,1,2,1,0,0
0,107,1,1,0,2.0,2,4,1,0,2,0,0,0
1,110,1,1,1,2.0,1,0,0,1,1,0,2200,1
0,89,1,1,0,2.0,1,0,0,1,1,0,10,0
0,110,1,1,0,2.0,4,1,1,0,0,1,0,1
0,98,1,1,1,2.0,1,0,0,0,0,0,10,1
1,116,1,3,1,2.0,1,0,1,2,0,1,1800,0
1,158,1,1,1,2.0,1,0,0,1,1,0,1500,0
0,89,1,1,0,2.0,1,0,1,2,0,1,500,0
0,103,1,1,0,2.0,4,0,0,1,1,0,0,1
1,253,1,0,0,2.0,0,0,0,0,0,1,1500,1
0,182,1,1,0,2.0,4,0,1,1,1,1,0,0
0,184,1,3,1,2.0,1,0,0,2,0,1,200,0
0,110,1,1,0,2.0,0,0,0,0,2,0,300,1
0,96,1,1,0,2.0,2,0,1,0,1,1,0,0
0,86,1,1,1,2.0,2,0,0,1,0,0,0,0
1,198,1,1,0,2.0,0,0,0,1,0,0,3500,0
0,112,1,1,1,2.0,4,0,0,1,1,0,0,1
0,122,1,1,0,2.0,1,0,0,1,1,1,100,1
0,160,1,1,0,2.0,1,0,0,1,1,1,50,0
0,89,1,1,1,2.0,1,1,0,1,0,0,500,0
1,110,1,1,0,2.0,1,1,0,0,2,1,2000,1
0,87,1,1,1,2.0,0,0,0,0,1,0,200,0
0,110,1,1,0,2.0,4,0,0,1,2,0,0,1
1,107,1,1,0,2.0,1,1,0,2,0,0,1200,0
1,150,1,1,1,2.0,0,0,0,0,1,0,1200,0
0,128,1,1,0,2.0,4,1,0,1,2,0,0,0
0,107,1,1,0,2.0,2,0,0,1,1,1,0,0
1,110,1,1,0,2.0,5,0,0,0,0,0,7300,1
1,98,1,1,1,2.0,1,0,0,1,2,1,3000,1
0,100,1,1,0,2.0,2,0,1,1,1,1,0,0
1,110,1,1,0,2.0,5,0,0,0,0,0,3000,1
0,107,1,1,0,2.0,0,0,0,1,1,1,400,0
0,132,1,1,1,2.0,4,0,0,0,0,0,0,0
0,103,1,1,1,2.0,0,1,1,0,2,0,300,1
0,98,1,1,0,2.0,2,0,0,0,1,0,0,1
0,86,1,1,0,2.0,1,0,1,1,1,1,8,0
0,182,1,1,0,2.0,0,0,0,1,0,1,250,0
0,110,1,1,1,2.0,1,0,0,1,1,0,50,1
1,237,1,1,1,2.0,1,0,0,0,0,1,2800,0
0,110,1,1,1,2.0,1,0,1,1,1,1,30,1
0,132,1,1,0,2.0,4,0,0,1,1,0,0,0
0,89,1,1,0,2.0,1,0,0,1,1,0,100,0
0,110,1,1,0,2.0,4,0,1,0,0,1,0,1
0,99,1,1,1,2.0,1,0,0,2,1,0,25,0
1,110,1,1,0,2.0,1,0,0,1,1,1,2200,1
0,98,1,1,1,2.0,4,0,1,1,1,1,0,1
0,98,1,0,1,2.0,0,1,0,0,2,0,30,1
0,123,1,1,0,2.0,4,0,0,1,0,0,0,0
1,110,1,1,1,2.0,5,0,0,0,1,1,2000,1
0,132,1,1,0,2.0,4,0,0,0,1,0,0,0
0,98,1,1,0,2.0,1,0,0,1,0,0,800,1
1,98,1,1,0,2.0,5,0,0,0,1,0,6000,1
1,107,1,1,0,2.0,5,0,0,1,1,0,7000,0
1,110,1,1,0,2.0,5,0,0,1,1,0,3000,1
0,110,1,1,0,2.0,1,0,1,1,1,1,50,1
0,127,1,0,1,2.0,0,2,0,0,2,0,75,0
0,98,1,1,0,2.0,1,0,0,1,1,0,150,1
0,200,1,1,0,2.0,0,0,0,0,1,1,50,0
0,152,1,1,0,2.0,2,0,1,2,1,1,0,0
1,103,1,3,0,2.0,1,0,0,2,1,1,2000,1
0,145,1,1,1,2.0,0,0,1,1,0,1,50,0
0,123,1,1,1,2.0,4,0,0,1,1,0,0,0
0,98,1,1,0,2.0,0,0,0,1,0,0,1000,1
0,98,1,1,1,2.0,1,0,0,1,0,0,1000,1
0,112,1,1,0,2.0,4,0,0,1,0,1,0,1
0,98,1,1,0,2.0,1,0,0,0,1,0,50,1
0,130,1,1,0,2.0,4,0,0,1,2,0,0,1
0,110,1,1,1,2.0,1,0,0,1,1,0,1000,1
0,132,1,1,1,2.0,1,0,1,1,2,0,50,0
0,98,1,1,0,2.0,1,0,0,2,0,1,100,1
0,207,1,1,0,2.0,1,0,1,0,1,0,20,0
0,145,1,1,0,2.0,1,0,1,1,1,0,300,0
0,107,1,1,1,2.0,2,1,0,1,2,0,0,0
1,182,1,0,1,2.0,0,0,1,2,0,1,5800,0
0,86,1,1,0,2.0,1,0,0,1,1,0,500,0
1,172,1,1,1,2.0,0,0,0,0,0,0,7500,0
0,120,1,1,0,2.0,4,1,1,0,2,1,0,0
1,86,1,1,0,2.0,1,0,0,0,1,1,2600,0
0,89,1,1,1,2.0,1,0,1,1,1,1,20,0
0,132,1,1,0,2.0,2,0,0,1,0,1,0,0
1,98,1,1,0,2.0,1,0,0,0,0,0,2100,1
1,86,1,1,0,2.0,1,0,1,1,1,1,2800,0
0,207,1,1,0,2.0,1,0,0,1,1,0,800,0
1,207,1,1,0,2.0,1,0,0,1,1,0,2500,0
0,110,1,1,1,2.0,1,1,1,0,2,1,30,1
0,165,1,1,1,2.0,1,0,1,0,1,0,100,0
1,123,1,1,1,2.0,1,0,0,1,1,0,2000,0
0,98,1,1,0,2.0,2,0,1,1,1,1,0,1
1,123,1,1,0,2.0,1,0,0,1,1,0,1500,0
1,99,1,1,1,2.0,5,0,0,0,1,0,3500,0
0,123,1,1,0,2.0,1,0,1,2,1,1,50,0
0,123,1,1,1,2.0,4,0,0,1,1,0,0,0
0,112,1,1,1,2.0,2,0,1,1,0,1,0,1
0,110,1,1,1,2.0,2,0,0,1,1,0,0,1
0,207,1,1,1,2.0,4,0,1,1,1,0,0,0
0,89,1,3,1,2.0,4,0,1,0,1,1,0,0
0,86,1,1,0,2.0,1,0,0,0,0,1,50,0
0,110,1,1,1,2.0,4,0,0,1,0,0,0,1
1,89,1,1,1,2.0,1,0,0,0,1,0,2600,0
0,86,1,1,1,2.0,4,1,1,1,2,1,0,0
0,86,1,1,1,2.0,1,2,0,0,0,0,500,0
0,155,1,1,1,2.0,2,0,1,0,1,1,0,0
1,110,1,1,1,2.0,1,0,0,1,1,0,3000,1
1,89,1,1,1,2.0,1,0,1,1,0,1,1500,0
0,89,1,1,1,2.0,1,0,0,0,0,1,300,0
0,112,1,1,0,2.0,0,0,0,0,0,1,30,1
0,199,1,1,0,2.0,1,0,0,1,2,0,100,0
0,90,1,1,1,2.0,1,0,0,0,1,0,600,0
0,104,1,1,0,2.0,2,0,0,0,1,1,0,0
1,109,1,1,0,2.0,1,0,0,1,1,1,1300,1
1,101,1,1,0,2.0,0,0,0,1,1,0,2500,0
0,160,1,1,0,2.0,1,0,0,0,1,0,200,0
0,160,1,1,1,2.0,2,0,0,2,2,0,0,0
0,90,1,1,0,2.0,1,0,0,1,1,0,900,0
0,110,1,1,0,2.0,0,0,0,1,0,0,50,1
0,110,1,1,0,2.0,4,0,1,1,0,0,0,1
0,96,1,1,0,2.0,4,0,1,0,0,1,0,0
0,110,1,1,0,2.0,0,0,0,1,1,0,400,1
0,110,1,1,0,2.0,4,0,0,1,0,1,0,1
0,117,1,1,1,2.0,1,0,1,1,1,1,100,0
0,86,1,1,1,2.0,2,0,0,1,0,0,0,0
0,103,1,3,1,2.0,4,0,1,1,1,1,0,1
0,150,1,1,1,2.0,0,0,0,1,1,0,100,0
0,110,1,1,0,2.0,4,0,0,1,1,1,0,1
1,98,1,3,0,2.0,1,0,0,0,1,0,4800,1
1,110,1,1,0,2.0,5,0,0,1,1,0,4000,1
0,98,1,1,0,2.0,1,0,1,1,1,0,1000,1
1,87,1,1,1,2.0,5,0,0,1,1,0,13000,0
0,122,1,1,0,2.0,1,0,1,0,2,1,50,1
1,144,1,1,1,2.0,1,0,0,2,0,0,1300,0
0,160,1,1,0,2.0,1,0,0,1,0,1,15,0
1,100,1,1,1,2.0,1,0,0,1,2,0,5000,0
0,104,1,1,0,2.0,1,0,0,1,1,0,100,0
0,89,1,1,0,2.0,1,0,0,1,0,1,300,0
1,110,1,1,0,2.0,5,0,0,1,0,0,12000,1
0,112,1,3,0,2.0,2,0,1,1,0,0,0,1
1,99,1,1,1,2.0,1,0,1,0,1,0,3000,0
0,110,1,1,0,2.0,1,0,0,0,0,0,60,1
0,110,1,1,0,2.0,1,0,0,1,1,1,800,1
0,160,1,1,0,2.0,2,1,1,1,0,1,0,0
0,110,1,1,0,2.0,1,0,0,1,1,1,10,1
1,110,1,1,0,2.0,5,0,0,0,1,0,6000,1
0,157,1,1,0,2.0,1,0,1,2,2,0,10,0
0,98,1,1,1,2.0,0,0,0,1,1,0,700,1
0,103,1,1,0,2.0,4,0,0,1,1,0,0,1
0,98,1,1,0,2.0,4,0,0,1,2,1,0,1
1,110,1,1,0,2.0,1,0,0,1,1,0,2000,1
0,86,1,1,1,2.0,0,0,0,1,1,0,200,0
0,246,1,0,1,2.0,0,0,0,2,1,0,100,0
0,100,1,1,1,2.0,1,0,1,1,1,1,50,0
0,127,1,1,0,2.0,2,0,1,1,0,0,0,0
1,199,1,1,0,2.0,1,0,0,1,1,0,8000,0
0,122,1,1,1,2.0,4,0,0,0,1,1,0,1
1,110,1,1,1,2.0,0,0,0,1,1,0,6000,1
0,110,1,1,0,2.0,1,0,1,0,2,1,300,1
0,86,1,0,1,2.0,0,0,1,2,1,1,1000,0
0,123,1,1,1,2.0,1,0,0,1,1,1,100,0
0,160,1,1,0,2.0,0,0,0,1,1,1,200,0
0,110,1,1,1,2.0,2,0,0,0,1,1,0,1
1,98,1,1,0,2.0,1,0,0,0,1,1,3000,1
1,86,1,1,0,2.0,1,0,1,1,1,0,1250,0
0,110,1,1,0,2.0,2,0,0,1,1,1,0,1
0,86,1,0,0,2.0,1,0,0,0,2,0,400,0
0,86,1,1,0,2.0,1,0,0,1,1,0,90,0
1,98,1,1,0,2.0,5,0,0,1,1,0,8000,1
0,190,1,1,1,2.0,4,0,0,0,0,1,0,0
1,145,1,1,0,2.0,5,0,0,1,1,0,6500,0
1,110,1,1,1,2.0,5,0,0,2,1,0,8000,1
0,103,1,1,0,2.0,0,0,0,0,1,1,100,1
0,122,1,1,0,2.0,4,0,0,0,1,0,0,1
1,110,1,1,0,2.0,0,0,0,1,1,0,4000,1
1,110,1,1,0,2.0,1,0,0,1,1,0,5000,1
0,110,1,1,1,2.0,2,0,1,1,1,1,0,1
0,110,1,1,1,2.0,1,0,0,1,2,0,200,1
0,110,1,1,1,2.0,1,0,0,1,1,0,10,1
0,97,1,1,0,2.0,2,0,0,0,0,1,0,1
1,98,1,1,1,2.0,0,0,0,0,0,0,2000,1
0,122,1,1,0,2.0,0,0,0,1,0,0,100,1
0,123,1,1,1,2.0,0,0,0,1,0,0,100,0
0,110,1,1,1,2.0,4,0,0,1,1,1,0,1
1,86,1,1,0,2.0,1,0,0,0,1,0,3000,0
1,109,1,1,0,2.0,1,0,0,1,1,0,3600,1
1,110,1,1,1,2.0,1,0,0,1,1,0,5000,1
1,109,1,1,0,2.0,1,0,0,1,0,1,3000,1
0,100,1,1,0,2.0,1,0,1,1,1,0,25,0
0,86,1,1,0,2.0,1,0,1,1,1,1,10,0
0,123,1,1,1,2.0,0,0,0,1,1,0,10,0
0,83,1,1,0,2.0,1,0,1,1,0,1,15,1
0,98,1,1,0,2.0,1,0,0,1,0,1,200,1
1,110,1,1,1,2.0,5,0,0,1,1,0,8000,1
0,123,1,1,0,2.0,2,1,1,1,2,0,0,0
0,199,1,1,0,2.0,1,0,0,1,1,0,20,0
1,155,1,1,0,2.0,1,0,0,0,1,0,2400,0
0,98,1,1,0,2.0,1,0,0,0,2,0,350,1
0,86,1,1,1,2.0,4,0,0,1,0,0,0,0
1,110,1,1,0,2.0,0,0,0,0,0,0,6000,1
1,110,1,1,0,2.0,5,0,0,0,1,1,4000,1
0,98,1,1,1,2.0,2,0,1,1,0,1,0,1
0,110,1,1,0,2.0,1,0,0,1,1,1,1000,1
1,109,1,1,0,2.0,0,0,1,1,1,1,1200,1
0,107,1,1,0,2.0,1,0,0,1,1,0,300,0
0,123,1,1,0,2.0,4,0,0,1,0,0,0,0
1,89,1,1,0,2.0,1,0,0,1,1,0,3000,0
1,98,1,1,1,2.0,5,0,0,1,0,1,8000,1
0,100,1,0,1,2.0,4,0,1,2,2,0,0,0
0,89,1,1,0,2.0,2,0,1,1,0,1,0,0
1,110,1,1,0,2.0,1,0,0,0,0,0,2000,1
1,123,1,1,0,2.0,1,0,0,1,2,0,3000,0
1,98,1,1,1,2.0,1,0,0,1,0,0,1500,1
0,110,1,1,0,2.0,4,0,0,1,1,0,0,1
0,103,1,1,0,2.0,1,0,0,1,1,0,200,1
0,98,1,1,0,2.0,1,0,0,1,0,0,1000,1
0,110,1,1,1,2.0,1,0,0,1,0,0,500,1
1,98,1,1,0,2.0,0,0,0,1,1,0,8500,1
0,89,1,1,1,2.0,1,0,0,0,1,0,50,0
0,89,1,1,1,2.0,1,0,0,0,1,0,25,0
1,110,1,1,0,2.0,5,0,0,0,1,0,7000,1
1,98,1,1,1,2.0,5,0,0,1,1,0,7000,1
1,110,1,1,1,2.0,1,0,1,0,2,0,2400,1
0,132,1,1,1,2.0,4,0,0,1,1,1,0,0
0,98,1,1,1,2.0,1,0,0,1,1,1,10,1
1,110,1,1,1,2.0,1,0,0,0,1,0,1500,1
1,110,1,1,0,2.0,1,0,0,0,1,0,10000,1
0,122,1,1,1,2.0,2,0,1,1,2,1,0,1
0,110,1,1,0,2.0,1,0,0,1,1,0,300,1
0,98,1,1,1,2.0,4,0,0,1,1,0,0,1
1,110,1,1,1,2.0,1,0,0,1,1,0,4500,1
1,98,1,1,0,2.0,1,0,0,1,2,0,1500,1
1,109,1,1,0,2.0,1,0,0,1,0,1,1500,1
0,154,1,2,0,2.0,4,0,1,0,2,0,0,0
0,127,1,1,1,2.0,0,0,0,0,1,0,900,0
0,113,1,1,0,2.0,4,0,0,1,1,0,0,0
0,110,1,1,0,2.0,1,0,0,1,1,1,200,1
0,98,1,1,0,2.0,1,0,1,1,1,0,10,1
0,112,1,1,1,2.0,4,0,1,1,2,0,0,1
0,89,1,1,1,2.0,0,0,0,1,1,1,150,0
0,123,1,1,0,2.0,0,0,0,2,1,0,100,0
0,155,1,1,1,2.0,1,0,0,0,1,1,20,0
0,113,1,1,0,2.0,0,0,0,0,2,0,900,0
0,107,1,1,0,2.0,1,0,0,1,0,0,50,0
0,110,1,1,1,2.0,1,0,0,1,1,0,100,1
1,109,1,1,0,2.0,5,0,0,0,0,0,6000,1
1,110,1,1,0,2.0,1,0,0,1,1,0,3500,1
1,98,1,1,0,2.0,5,0,0,1,2,0,7000,1
0,123,1,1,0,2.0,4,0,1,1,0,0,0,0
1,110,1,1,0,2.0,1,0,1,1,1,0,3500,1
1,160,1,1,0,2.0,0,0,0,1,0,0,5800,0
0,98,1,1,1,2.0,1,4,0,1,2,1,100,1
0,110,1,1,0,2.0,4,0,0,1,0,1,0,1
1,110,1,1,0,2.0,1,0,0,0,0,0,1500,1
0,107,1,1,1,2.0,4,0,1,1,2,1,0,0
0,123,1,1,1,2.0,1,0,1,1,2,1,50,0
0,89,1,1,1,2.0,1,0,0,1,1,1,300,0
0,116,1,1,0,2.0,4,0,0,1,0,1,0,0
0,110,1,1,1,2.0,2,1,0,1,0,0,0,1
0,120,1,1,0,2.0,3,0,0,0,1,1,0,0
1,109,1,1,1,2.0,1,0,0,1,1,0,1300,1
1,98,1,1,0,2.0,5,0,0,1,0,0,5000,1
1,98,1,1,0,2.0,1,0,0,0,1,1,2500,1
0,87,1,1,1,2.0,0,0,0,2,0,1,40,0
0,207,1,1,0,2.0,1,0,0,1,1,0,900,0
1,134,1,1,1,2.0,0,0,0,2,1,0,7500,1
0,104,1,1,0,2.0,1,0,0,0,1,0,200,0
0,145,1,1,0,2.0,1,0,0,1,1,0,13,0
0,98,1,1,0,2.0,1,0,0,1,2,0,300,1
0,98,1,1,0,2.0,1,0,0,1,2,0,100,1
1,110,1,1,1,2.0,5,0,0,1,0,0,11000,1
0,98,1,1,0,2.0,1,0,1,1,0,1,200,1
0,98,1,1,1,2.0,2,0,1,1,2,1,0,1
0,83,1,1,0,2.0,2,0,0,1,2,0,0,1
1,110,1,1,0,2.0,1,0,0,0,0,0,5500,1
1,110,1,1,1,2.0,1,0,0,1,1,0,1500,1
1,110,1,1,0,2.0,1,0,0,1,0,0,2000,1
0,132,1,1,1,2.0,4,0,1,1,0,0,0,0
0,112,1,1,0,2.0,1,0,1,1,0,1,25,1
0,98,1,1,0,2.0,2,0,0,1,0,0,0,1
1,103,1,1,0,2.0,0,0,0,0,1,0,4500,1
0,98,1,1,0,2.0,1,0,0,1,1,0,5,1
0,103,1,1,0,2.0,1,0,0,1,1,1,800,1
0,110,1,1,0,2.0,4,0,1,0,0,0,0,1
0,98,1,1,1,2.0,1,0,0,0,2,0,1000,1
0,206,1,1,0,2.0,1,0,0,1,1,1,100,0
0,117,1,1,0,2.0,1,0,0,1,0,1,200,0
1,98,1,1,1,2.0,1,0,0,1,1,1,1500,1
0,110,1,1,0,2.0,1,0,1,1,1,0,200,1
0,191,1,0,1,2.0,0,1,1,0,2,1,300,0
0,86,1,1,0,2.0,4,0,0,1,2,1,0,0
0,123,1,1,0,2.0,0,0,0,1,0,1,100,0
0,86,1,1,1,2.0,1,1,0,0,2,0,150,0
0,110,1,1,0,2.0,4,1,0,1,2,0,0,1
1,110,1,1,0,2.0,5,0,0,1,0,0,4000,1
1,110,1,1,1,2.0,1,0,0,1,0,1,6000,1
0,109,1,1,1,2.0,1,0,1,1,1,1,200,1
0,200,1,1,1,2.0,2,0,1,1,0,1,0,0
0,103,1,1,1,2.0,1,0,1,1,2,0,200,1
0,123,1,1,0,2.0,1,0,0,0,1,1,1000,0
0,199,1,1,1,2.0,0,0,0,1,1,0,250,0
0,150,1,1,1,2.0,0,0,0,1,2,1,50,0
0,110,1,1,0,2.0,1,0,0,1,1,0,100,1
0,86,1,1,0,2.0,1,0,0,0,0,1,200,0
1,134,1,1,0,2.0,0,0,0,0,0,0,3000,1
0,116,1,1,0,2.0,4,0,1,1,2,1,0,0
0,122,1,1,1,2.0,2,0,1,1,0,1,0,1
1,110,1,1,0,2.0,5,0,1,0,1,0,7500,1
0,207,1,1,0,2.0,0,0,0,1,1,1,600,0
0,122,1,1,1,2.0,2,0,0,1,0,1,0,1
0,98,1,1,0,2.0,1,0,0,1,1,0,500,1
0,98,1,1,0,2.0,0,0,0,1,0,1,200,1
0,107,1,1,1,2.0,0,1,1,0,2,1,100,0
0,182,1,1,0,2.0,1,0,1,1,0,1,50,0
0,160,1,1,1,2.0,0,0,0,1,1,0,600,0
0,100,1,1,0,2.0,0,0,0,1,1,0,20,0
1,98,1,1,1,2.0,0,0,0,0,1,0,2000,1
0,110,1,1,0,2.0,0,0,0,1,1,0,30,1
0,110,1,1,1,2.0,1,0,0,0,0,1,5,1
0,110,1,1,1,2.0,2,0,1,1,1,0,0,1
0,86,1,1,0,2.0,1,1,1,1,2,1,30,0
0,103,1,1,1,2.0,0,0,1,1,1,1,50,1
1,200,1,1,0,2.0,1,0,0,1,0,1,2200,0
0,110,1,1,1,2.0,1,0,0,0,2,0,200,1
0,219,1,1,0,2.0,1,0,0,1,1,0,20,0
0,110,1,1,0,2.0,1,0,0,1,2,0,200,1
0,86,1,1,0,2.0,1,0,0,1,2,1,50,0
0,110,1,1,1,2.0,1,0,0,1,0,1,600,1
1,110,1,1,0,2.0,5,0,0,1,1,0,7400,1
1,87,1,1,0,2.0,5,0,0,0,0,1,3500,0
1,87,1,1,0,2.0,1,0,0,0,0,1,2500,0
1,110,1,1,0,2.0,1,0,0,1,1,1,3500,1
0,110,1,1,1,2.0,1,0,1,1,1,0,50,1
0,87,1,1,0,2.0,1,0,0,0,0,1,300,0
1,103,1,1,0,2.0,1,0,0,1,0,1,2500,1
1,199,1,1,0,2.0,1,0,0,2,0,0,3000,0
0,200,1,1,1,2.0,1,0,0,1,1,0,50,0
0,110,1,1,0,2.0,4,0,0,1,1,0,0,1
1,110,1,1,1,2.0,0,0,0,0,2,0,6000,1
1,110,1,1,1,2.0,1,0,0,1,1,0,3000,1
0,86,1,1,0,2.0,2,1,1,1,2,0,0,0
0,158,1,1,1,2.0,2,1,1,2,2,1,0,0
0,89,1,1,1,2.0,2,0,1,0,0,1,0,0
0,179,1,1,1,2.0,1,1,1,0,2,0,200,0
