altitude_bin,aircraft_make_model,wildlife_number_struck_actual,effect_impact_to_flight,effect_indicated_damage,aircraft_number_of_engines,when_phase_of_flight,conditions_precipitation,remains_of_wildlife_collected,wildlife_size,conditions_sky,pilot_warned_of_birds_or_wildlife,feet_above_ground,is_aircraft_large
0,84,1,1,1,2.0,1,1,0,0,2,0,200,0
0,99,1,1,1,2.0,1,0,0,1,1,0,40,0
0,148,1,1,0,2.0,1,0,0,1,0,0,1000,0
0,108,1,1,0,2.0,4,0,0,1,1,0,0,0
0,98,1,1,0,2.0,1,0,0,0,1,0,300,1
0,117,1,0,0,2.0,0,0,0,1,0,0,200,0
1,109,1,0,1,2.0,0,0,1,1,0,1,2000,1
0,117,1,1,0,2.0,1,0,0,1,1,1,500,0
0,97,1,1,1,2.0,4,0,0,0,2,1,0,1
0,112,1,1,0,2.0,1,0,0,0,1,0,300,1
0,103,1,1,0,2.0,1,0,0,1,0,0,100,1
0,84,1,1,0,2.0,2,0,0,1,0,1,0,0
1,83,1,1,0,2.0,1,0,0,0,0,0,2000,1
0,84,1,1,0,2.0,1,0,0,0,1,0,600,0
0,84,1,1,0,2.0,0,0,0,1,1,0,800,0
1,95,1,1,0,2.0,0,0,0,0,0,0,2500,1
1,103,1,0,1,2.0,0,0,0,1,1,0,1500,1
0,84,1,1,0,2.0,2,0,0,1,2,1,0,0
0,103,1,1,0,2.0,4,0,0,0,2,0,0,1
0,97,1,1,0,2.0,4,0,0,0,0,1,0,1
0,85,1,1,0,2.0,1,0,0,1,0,1,800,0
0,179,1,1,0,2.0,1,0,0,1,0,0,50,0
0,98,1,1,1,2.0,1,2,0,1,0,0,50,1
0,116,1,0,1,2.0,4,0,0,0,1,0,0,0
0,203,1,1,1,2.0,4,0,0,0,0,0,0,0
0,117,1,1,0,2.0,1,0,0,1,1,0,105,0
0,84,1,1,0,2.0,2,0,0,1,0,1,0,0
0,132,1,1,1,2.0,2,1,0,2,2,0,0,0
0,84,1,1,0,2.0,1,0,0,1,1,0,400,0
0,132,1,1,1,2.0,2,0,0,1,0,0,0,0
0,95,1,1,1,2.0,4,0,0,0,2,0,0,1
0,155,1,1,0,2.0,0,0,0,1,2,0,50,0
0,140,1,1,0,2.0,1,0,0,0,2,0,400,0
0,117,1,1,0,2.0,2,0,0,1,0,0,0,0
1,110,1,1,1,2.0,1,1,0,1,2,1,1500,1
1,83,1,1,0,2.0,5,0,1,1,0,1,3000,1
0,117,1,1,0,2.0,4,0,0,1,0,0,0,0
0,103,1,1,1,2.0,1,2,0,1,2,1,300,1
0,132,1,1,1,2.0,2,0,0,1,0,0,0,0
0,121,1,0,1,2.0,0,0,0,1,0,0,50,0
0,124,1,0,1,2.0,0,0,0,1,0,0,300,0
0,100,1,1,0,2.0,4,0,0,1,2,0,0,0
0,89,1,1,0,2.0,4,0,0,1,0,0,0,0
1,86,1,1,1,2.0,1,0,0,2,0,0,1600,0
0,95,1,0,1,2.0,4,0,0,0,2,1,0,1
0,99,1,1,0,2.0,4,1,0,1,2,0,0,0
0,103,1,1,0,2.0,4,0,0,1,1,0,0,1
0,86,1,0,0,2.0,0,0,0,1,2,1,10,0
1,147,1,1,1,2.0,1,0,0,0,0,0,1400,0
0,86,1,1,1,2.0,1,0,0,1,0,1,20,0
0,86,1,1,0,2.0,0,0,0,1,0,0,400,0
0,114,1,1,0,2.0,1,0,0,1,0,1,100,0
0,123,1,1,1,2.0,2,0,0,1,0,0,0,0
0,103,1,1,0,2.0,0,0,0,1,2,0,50,1
0,89,1,1,0,2.0,1,0,0,1,0,0,500,0
0,100,1,1,0,2.0,1,0,0,1,1,0,400,0
0,90,1,1,0,2.0,4,0,0,0,0,0,0,0
0,98,1,1,0,2.0,4,0,0,0,1,0,0,1
1,161,1,1,1,2.0,1,0,0,0,0,1,2100,0
1,103,1,1,0,2.0,0,0,0,0,0,0,4000,1
0,95,1,0,0,2.0,4,0,0,0,0,1,0,1
0,86,1,1,1,2.0,1,0,0,1,1,0,100,0
0,89,1,1,0,2.0,1,0,0,1,0,0,1000,0
0,95,1,1,1,2.0,2,0,1,1,0,1,0,1
0,103,1,1,1,2.0,0,0,0,2,1,0,50,1
0,92,1,1,1,2.0,2,0,0,1,0,0,0,0
0,98,1,2,0,2.0,4,0,0,0,0,1,0,1
0,104,1,1,0,2.0,2,0,0,0,0,0,0,0
0,122,1,1,0,2.0,4,0,0,1,1,1,0,1
0,175,1,1,0,2.0,4,0,0,1,0,0,0,0
1,86,1,0,0,2.0,0,0,0,0,0,0,4000,0
0,132,1,1,0,2.0,1,0,0,1,1,0,10,0
1,117,1,1,0,2.0,1,0,0,1,1,0,7000,0
0,103,1,1,1,2.0,1,0,0,2,0,0,500,1
0,122,1,1,0,2.0,1,0,0,1,1,0,30,1
0,86,1,1,0,2.0,0,0,0,1,2,1,100,0
0,117,1,1,1,2.0,0,0,0,1,1,0,3,0
0,92,1,1,0,2.0,4,0,0,0,0,0,0,0
0,90,1,1,1,2.0,1,0,0,0,2,0,800,0
0,88,1,1,0,2.0,0,0,0,1,0,0,100,0
0,115,1,1,1,2.0,1,0,0,1,0,0,100,0
0,95,1,1,0,2.0,0,0,0,1,1,0,20,1
0,98,1,1,0,2.0,4,0,0,1,1,0,0,1
0,133,1,1,0,2.0,0,0,0,1,1,0,50,0
0,87,1,1,0,2.0,1,0,0,0,0,0,500,0
1,120,1,1,1,2.0,5,0,0,2,0,0,2000,0
0,113,1,1,1,2.0,4,0,0,1,1,0,0,0
0,95,1,1,0,2.0,2,0,0,0,1,0,0,1
0,109,1,1,1,2.0,1,0,0,1,1,0,100,1
0,84,1,1,1,2.0,2,0,0,1,0,0,0,0
0,86,1,1,1,2.0,2,0,0,1,0,1,0,0
0,93,1,3,1,2.0,2,0,0,2,1,0,0,0
0,175,1,1,0,2.0,1,0,0,1,0,0,100,0
0,117,1,1,0,2.0,1,0,0,2,2,0,10,0
0,123,1,1,0,2.0,1,0,0,1,1,0,100,0
1,103,1,0,0,2.0,0,0,0,0,0,0,7000,1
0,116,1,1,0,2.0,1,1,0,1,0,0,50,0
0,86,1,1,1,2.0,0,0,0,0,1,0,75,0
1,172,1,1,0,2.0,0,0,0,1,1,0,13000,0
0,132,1,1,1,2.0,2,0,0,1,1,0,0,0
0,100,1,1,0,2.0,4,0,0,1,1,0,0,0
0,87,1,1,0,2.0,4,0,0,1,1,0,0,0
0,122,1,1,0,2.0,1,0,0,0,1,1,700,1
1,107,1,1,1,2.0,1,0,0,1,1,0,1200,0
0,117,1,1,1,2.0,3,0,0,1,0,0,0,0
0,117,1,1,0,2.0,2,0,0,1,0,0,0,0
0,83,1,1,1,2.0,4,0,0,1,1,1,0,1
0,117,1,1,1,2.0,1,0,0,1,1,0,100,0
0,92,1,1,0,2.0,1,0,0,1,1,0,100,0
0,123,1,1,1,2.0,4,0,0,1,0,0,0,0
0,99,1,1,0,2.0,2,2,0,1,2,0,0,0
0,132,1,1,0,2.0,1,0,1,1,0,0,50,0
0,98,1,1,1,2.0,4,0,0,1,0,0,0,1
0,233,1,1,0,2.0,2,0,0,1,0,0,0,0
0,116,1,1,1,2.0,1,0,0,1,0,1,75,0
0,84,1,1,1,2.0,4,0,0,1,0,1,0,0
1,84,1,1,0,2.0,1,0,0,0,1,1,2000,0
0,90,1,1,0,2.0,2,0,0,1,1,1,0,0
0,115,1,2,1,2.0,4,0,0,0,1,1,0,0
0,83,1,1,0,2.0,1,0,0,1,1,0,20,1
0,183,1,0,1,2.0,4,0,0,1,1,0,0,0
0,92,1,1,0,2.0,0,0,0,1,1,0,300,0
0,181,1,1,0,2.0,4,0,0,1,0,0,0,0
0,94,1,1,1,2.0,1,0,0,1,1,0,800,0
1,122,1,1,0,2.0,0,0,0,2,1,1,1500,1
0,132,1,1,0,2.0,1,0,0,1,0,1,200,0
0,92,1,4,1,2.0,0,0,1,0,2,1,40,0
0,110,1,1,1,2.0,1,0,0,0,1,0,500,1
0,86,1,1,0,2.0,2,0,0,1,1,0,0,0
0,123,1,1,1,2.0,4,0,0,1,0,0,0,0
0,95,1,1,0,2.0,2,0,0,0,2,0,0,1
0,86,1,1,0,2.0,1,0,0,1,1,0,800,0
0,145,1,3,1,2.0,1,2,0,2,1,0,5,0
0,175,1,1,0,2.0,1,0,0,1,0,1,400,0
0,89,1,1,0,2.0,2,0,0,0,1,0,0,0
0,132,1,1,0,2.0,2,0,0,1,2,0,0,0
0,132,1,1,0,2.0,1,0,0,1,2,0,10,0
0,117,1,1,1,2.0,4,0,0,1,0,0,0,0
0,139,1,1,0,2.0,2,0,0,1,2,1,0,0
0,86,1,1,0,2.0,4,0,0,1,0,1,0,0
0,94,1,1,1,2.0,1,0,0,0,1,0,500,0
0,89,1,1,0,2.0,2,2,0,1,2,0,0,0
1,92,1,1,0,2.0,1,0,0,1,1,0,3500,0
1,113,1,0,1,2.0,5,0,0,2,1,0,1500,0
0,94,1,1,1,2.0,3,0,0,1,1,0,0,0
0,98,1,1,0,2.0,4,0,0,1,1,0,0,1
0,86,1,0,0,2.0,0,1,0,0,2,0,20,0
0,95,1,1,0,2.0,4,0,0,0,0,0,0,1
0,126,1,1,0,2.0,0,0,0,1,1,0,10,0
0,90,1,1,0,2.0,4,0,0,1,2,1,0,0
0,94,1,1,1,2.0,1,0,0,2,1,0,9,0
0,155,1,1,0,2.0,1,0,0,0,0,0,900,0
0,107,1,1,0,2.0,1,0,0,1,1,0,400,0
0,99,1,1,0,2.0,1,0,0,1,1,1,100,0
0,118,1,1,1,2.0,1,0,0,1,0,0,50,0
0,85,1,1,0,2.0,1,0,0,1,0,1,20,0
0,95,1,1,0,2.0,4,0,0,1,1,0,0,1
0,140,1,1,0,2.0,1,0,0,1,0,1,100,0
0,145,1,1,0,2.0,0,0,0,0,0,0,20,0
0,115,1,1,1,2.0,1,0,0,1,0,0,100,0
0,111,1,1,0,2.0,1,0,0,1,1,1,500,0
0,95,1,1,0,2.0,1,0,0,1,0,1,50,1
0,86,1,1,0,2.0,1,0,1,2,0,0,100,0
0,98,1,1,1,2.0,4,0,0,1,1,0,0,1
0,106,1,1,1,2.0,2,0,0,1,1,0,0,0
0,98,1,1,1,2.0,4,1,0,1,2,0,0,1
0,132,1,1,1,2.0,1,0,0,0,2,1,15,0
0,97,1,1,0,2.0,2,0,0,0,0,1,0,1
0,117,1,1,0,2.0,1,0,0,1,1,0,20,0
0,92,1,1,0,2.0,4,0,0,1,1,0,0,0
0,109,1,1,1,2.0,2,0,0,1,0,0,0,1
0,112,1,1,0,2.0,2,0,0,0,0,1,0,1
1,89,1,1,1,2.0,1,0,0,1,2,0,1500,0
0,112,1,1,0,2.0,4,0,0,1,0,1,0,1
1,155,1,1,1,2.0,5,0,0,1,1,0,11000,0
0,92,1,1,0,2.0,2,0,0,1,1,0,0,0
0,216,1,1,1,2.0,0,0,0,1,1,0,50,0
0,132,1,1,0,2.0,4,0,0,1,0,1,0,0
0,125,1,1,0,2.0,0,0,0,0,1,0,800,0
0,109,1,1,0,2.0,4,0,0,1,0,0,0,1
0,111,1,1,1,2.0,1,0,0,1,0,0,100,0
0,111,1,1,0,2.0,2,0,0,2,2,1,0,0
0,100,1,1,0,2.0,2,0,0,1,1,0,0,0
0,110,1,1,0,2.0,2,0,0,1,1,1,0,1
1,100,1,1,1,2.0,1,0,0,1,1,0,1200,0
0,90,1,1,1,2.0,1,0,0,1,0,1,200,0
0,90,1,1,0,2.0,4,0,0,0,1,0,0,0
0,103,1,1,0,2.0,1,0,0,1,1,0,150,1
0,100,1,1,1,2.0,0,0,0,1,0,0,400,0
0,123,1,1,1,2.0,2,0,0,1,0,0,0,0
0,98,1,1,1,2.0,0,2,0,1,0,0,100,1
0,95,1,1,1,2.0,4,0,0,1,1,0,0,1
0,97,1,1,0,2.0,0,0,0,1,0,0,200,1
0,95,1,1,0,2.0,2,0,0,2,2,1,0,1
0,114,1,1,1,2.0,1,0,0,1,0,0,400,0
0,99,1,2,1,2.0,4,0,0,1,0,0,0,0
0,98,1,1,0,2.0,2,0,0,1,2,0,0,1
0,92,1,3,0,2.0,4,0,0,1,0,0,0,0
0,99,1,1,0,2.0,2,0,0,1,1,0,0,0
0,101,1,1,1,2.0,2,0,0,1,0,0,0,0
0,119,1,2,1,2.0,4,0,0,1,1,0,0,0
0,92,1,1,0,2.0,2,0,0,1,0,1,0,0
0,84,1,1,0,2.0,1,0,0,1,2,0,20,0
0,93,1,1,1,2.0,1,0,0,2,0,1,10,0
0,127,1,1,0,2.0,2,0,0,1,0,0,0,0
0,155,1,1,0,2.0,1,0,0,0,1,0,5,0
0,92,1,1,0,2.0,1,0,0,0,2,0,20,0
0,92,1,1,0,2.0,2,0,0,1,0,1,0,0
0,92,1,1,1,2.0,4,0,0,0,1,0,0,0
1,98,1,1,0,2.0,5,0,0,1,0,1,6000,1
0,124,1,0,0,2.0,0,0,0,0,0,0,20,0
0,110,1,1,1,2.0,4,0,0,1,1,0,0,1
0,110,1,1,0,2.0,2,0,0,1,2,1,0,1
0,108,1,1,0,2.0,4,0,0,0,1,0,0,0
0,111,1,1,0,2.0,2,0,0,2,1,0,0,0
0,89,1,1,0,2.0,1,0,0,0,2,0,800,0
0,99,1,1,0,2.0,0,0,0,1,2,0,100,0
0,89,1,1,1,2.0,2,0,0,0,2,0,0,0
0,123,1,1,0,2.0,2,0,0,0,0,0,0,0
0,99,1,1,0,2.0,4,0,0,1,0,0,0,0
0,86,1,1,0,2.0,4,0,0,1,0,1,0,0
0,212,1,1,0,2.0,3,0,0,1,0,0,0,0
0,86,1,1,0,2.0,1,0,0,1,0,0,25,0
0,90,1,1,0,2.0,1,0,0,2,1,1,7,0
0,117,1,1,0,2.0,1,0,0,0,0,0,100,0
0,98,1,1,0,2.0,0,0,0,1,0,1,10,1
0,84,1,1,1,2.0,2,0,0,1,1,0,0,0
0,123,1,1,0,2.0,0,0,0,1,1,0,400,0
0,84,1,0,0,2.0,0,0,0,1,1,0,1000,0
0,193,1,1,1,2.0,1,0,0,1,1,1,50,0
0,110,1,1,0,2.0,1,0,0,1,1,1,200,1
1,97,1,1,0,2.0,5,0,0,0,1,0,8000,1
1,99,1,1,0,2.0,1,0,0,1,1,0,2800,0
1,103,1,1,1,2.0,0,0,0,2,1,0,10800,1
0,139,1,1,0,2.0,1,0,0,1,1,1,100,0
1,141,1,1,0,2.0,1,0,0,1,0,0,1500,0
0,94,1,1,1,2.0,0,0,0,1,0,0,100,0
0,86,1,1,0,2.0,1,0,0,0,1,1,7,0
0,145,1,1,0,2.0,2,0,1,1,0,0,0,0
0,95,1,1,0,2.0,0,0,0,1,1,0,200,1
0,98,1,1,0,2.0,2,0,0,1,0,0,0,1
1,90,1,1,1,2.0,0,0,0,1,1,1,1700,0
0,92,1,1,0,2.0,4,0,0,1,1,0,0,0
0,109,1,1,0,2.0,4,2,0,1,0,0,0,1
0,83,1,1,1,2.0,2,0,0,1,0,1,0,1
0,116,1,1,1,2.0,0,0,0,1,1,0,20,0
0,155,1,1,0,2.0,4,0,0,0,1,0,0,0
0,125,1,1,1,2.0,2,0,0,1,1,1,0,0
0,86,1,1,0,2.0,1,0,0,1,0,1,300,0
0,103,1,1,0,2.0,2,0,0,1,1,1,0,1
0,154,1,1,0,2.0,4,2,0,1,2,1,0,0
0,94,1,1,0,2.0,2,0,0,1,0,0,0,0
0,125,1,1,0,2.0,1,0,0,1,1,0,20,0
0,104,1,1,0,2.0,1,0,0,1,1,0,20,0
0,84,1,1,0,2.0,0,0,0,1,0,0,200,0
0,110,1,1,1,2.0,1,0,0,1,0,0,40,1
0,92,1,1,0,2.0,1,0,0,1,1,0,500,0
0,84,1,1,1,2.0,1,0,0,1,0,0,20,0
0,160,1,1,1,2.0,4,2,0,1,0,1,0,0
0,108,1,1,1,2.0,2,0,0,2,1,0,0,0
0,116,1,1,0,2.0,1,0,0,1,1,0,300,0
0,89,1,1,0,2.0,1,0,0,1,1,1,50,0
0,118,1,1,0,2.0,1,1,0,1,2,0,200,0
0,139,1,1,0,2.0,2,0,0,1,0,1,0,0
0,99,1,1,0,2.0,4,0,0,1,1,1,0,0
1,86,1,0,1,2.0,1,0,0,1,1,0,2300,0
1,107,1,1,0,2.0,5,0,0,1,0,0,6300,0
0,84,1,1,1,2.0,4,0,0,0,1,0,0,0
0,86,1,1,0,2.0,1,0,0,1,0,0,300,0
1,83,1,1,1,2.0,1,0,0,0,1,0,2600,1
0,99,1,1,1,2.0,1,0,0,1,0,0,50,0
0,155,1,1,1,2.0,4,0,0,1,2,0,0,0
0,83,1,1,1,2.0,0,0,0,1,0,0,10,1
1,155,1,1,0,2.0,0,0,0,0,1,1,3000,0
0,98,1,1,0,2.0,0,0,0,0,1,0,60,1
0,132,1,1,0,2.0,4,0,0,1,1,1,0,0
0,108,1,1,1,2.0,1,0,0,1,2,0,800,0
0,101,1,1,0,2.0,1,0,0,1,1,1,50,0
0,132,1,1,0,2.0,1,0,0,1,1,1,50,0
0,152,1,0,1,2.0,0,0,0,1,1,0,100,0
0,99,1,1,1,2.0,0,0,0,2,1,0,300,0
0,116,1,1,0,2.0,0,0,0,1,1,0,200,0
0,128,1,1,1,2.0,4,0,0,0,1,0,0,0
0,132,1,1,0,2.0,2,0,0,1,1,1,0,0
0,107,1,1,1,2.0,1,0,0,0,1,0,100,0
0,95,1,1,0,2.0,1,0,0,1,0,0,10,1
1,98,1,1,0,2.0,5,0,0,0,1,0,7000,1
0,98,1,1,0,2.0,4,0,0,0,1,0,0,1
0,103,1,1,1,2.0,2,0,0,2,0,1,0,1
1,107,1,1,0,2.0,0,0,0,1,1,0,9000,0
0,168,1,1,1,2.0,1,0,0,1,0,0,700,0
0,92,1,1,1,2.0,1,0,0,1,1,0,750,0
0,157,1,1,1,2.0,1,0,0,0,0,0,10,0
1,86,1,1,0,2.0,1,0,0,1,1,0,1500,0
0,98,1,1,0,2.0,1,0,0,1,1,0,300,1
0,113,1,1,0,2.0,0,0,0,1,1,0,15,0
0,84,1,1,0,2.0,4,0,0,1,0,0,0,0
1,95,1,0,0,2.0,0,0,0,2,1,0,3000,1
1,103,1,1,0,2.0,5,0,0,0,0,0,3200,1
1,117,1,1,1,2.0,5,0,0,0,0,0,3300,0
0,83,1,1,0,2.0,1,0,0,0,1,0,600,1
0,104,1,1,1,2.0,4,0,0,1,1,1,0,0
1,87,1,1,0,2.0,5,0,0,1,1,0,7700,0
0,94,1,1,0,2.0,1,1,0,0,0,0,760,0
0,102,1,1,0,2.0,1,2,0,0,2,0,1000,0
0,98,1,1,0,2.0,2,0,0,1,1,1,0,1
0,117,1,0,1,2.0,0,0,0,0,2,0,100,0
0,99,1,1,0,2.0,0,0,0,1,1,0,2,0
0,98,1,1,0,2.0,0,0,0,1,1,0,100,1
0,176,1,1,1,2.0,1,0,0,1,0,1,100,0
0,85,1,2,0,2.0,4,0,0,1,0,1,0,0
0,99,1,1,0,2.0,4,0,0,1,1,1,0,0
0,100,1,1,1,2.0,1,0,0,1,0,1,100,0
0,108,1,1,1,2.0,1,0,0,1,1,1,950,0
1,125,1,1,1,2.0,1,0,0,0,1,0,3500,0
1,131,1,3,1,2.0,0,0,0,0,1,0,10000,0
0,108,1,1,0,2.0,4,0,0,1,1,0,0,0
0,109,1,1,0,2.0,1,0,0,0,0,0,500,1
0,110,1,1,0,2.0,1,0,0,0,1,0,500,1
1,98,1,1,0,2.0,0,0,0,2,1,0,1500,1
0,108,1,1,1,2.0,4,0,0,1,2,0,0,0
0,87,1,1,0,2.0,1,0,0,2,0,0,500,0
0,141,1,1,0,2.0,4,0,0,1,0,0,0,0
0,84,1,1,1,2.0,0,0,0,1,0,0,1000,0
1,89,1,1,0,2.0,1,0,0,1,1,1,1500,0
0,98,1,1,0,2.0,2,0,0,0,0,0,0,1
0,108,1,1,0,2.0,1,0,0,1,0,0,50,0
0,84,1,1,0,2.0,2,0,0,1,0,1,0,0
1,100,1,1,0,2.0,1,0,0,1,1,0,3000,0
0,84,1,1,1,2.0,0,0,0,2,1,1,100,0
0,113,1,1,1,2.0,1,0,0,1,1,0,20,0
0,88,1,1,1,2.0,0,2,0,1,2,1,100,0
0,95,1,1,0,2.0,2,1,0,1,2,0,0,1
0,155,1,1,1,2.0,4,0,0,1,0,1,0,0
0,95,1,1,0,2.0,1,0,0,0,0,0,10,1
0,117,1,1,0,2.0,0,0,0,1,1,1,10,0
0,86,1,1,1,2.0,4,0,0,1,2,1,0,0
1,165,1,1,0,2.0,1,0,0,1,0,0,1100,0
0,84,1,1,0,2.0,2,1,0,1,2,1,0,0
0,92,1,1,0,2.0,1,0,0,1,2,0,600,0
0,92,1,1,0,2.0,1,0,0,1,2,0,200,0
0,98,1,1,0,2.0,2,0,0,1,0,0,0,1
0,92,1,1,0,2.0,1,0,0,1,0,1,200,0
0,89,1,1,1,2.0,2,0,0,1,0,1,0,0
0,161,1,1,1,2.0,4,0,0,1,0,1,0,0
0,103,1,1,0,2.0,4,2,0,0,0,0,0,1
1,86,1,1,0,2.0,1,0,0,1,1,0,2000,0
0,120,1,1,0,2.0,0,0,0,1,1,0,30,0
0,83,1,1,1,2.0,4,0,0,0,1,0,0,1
0,98,1,1,1,2.0,4,0,0,1,0,0,0,1
0,136,1,3,0,2.0,2,0,0,0,2,1,0,0
0,161,1,1,1,2.0,4,1,0,1,2,0,0,0
0,99,1,1,0,2.0,2,0,0,1,2,1,0,0
0,97,1,1,1,2.0,4,0,0,1,0,0,0,1
1,86,1,1,1,2.0,0,0,0,0,1,0,7200,0
0,92,1,1,0,2.0,1,0,0,0,0,0,300,0
1,83,1,1,1,2.0,1,0,0,0,1,0,1500,1
0,83,1,1,0,2.0,1,0,0,1,1,1,2,1
0,100,1,1,0,2.0,2,0,0,1,1,1,0,0
1,132,1,1,1,2.0,1,0,0,1,1,0,2200,0
0,87,1,1,1,2.0,1,0,0,0,0,0,500,0
0,132,1,1,0,2.0,1,0,0,1,1,0,800,0
0,141,1,1,0,2.0,1,0,0,1,1,0,500,0
0,108,1,1,0,2.0,2,0,0,1,1,0,0,0
0,139,1,1,1,2.0,4,0,0,0,1,1,0,0
1,87,1,1,1,2.0,1,0,0,0,0,0,1100,0
1,125,1,1,0,2.0,5,0,0,0,1,0,6000,0
0,116,1,1,0,2.0,0,0,0,1,1,0,10,0
0,132,1,1,0,2.0,1,0,0,0,0,1,900,0
1,98,1,1,0,2.0,0,0,0,0,0,0,2700,1
0,114,1,1,0,2.0,1,0,0,1,1,1,500,0
1,92,1,1,0,2.0,1,0,0,1,0,0,2600,0
1,86,1,1,0,2.0,1,0,0,1,1,1,1600,0
0,110,1,1,0,2.0,1,0,0,1,1,0,50,1
1,87,1,1,1,2.0,1,0,0,1,1,0,2600,0
0,116,1,1,0,2.0,1,0,0,1,1,0,30,0
0,98,1,1,1,2.0,2,0,0,1,1,0,0,1
0,132,1,1,1,2.0,2,0,0,1,2,1,0,0
0,99,1,1,0,2.0,2,0,0,1,1,0,0,0
0,83,1,1,0,2.0,1,0,0,2,2,0,1000,1
0,181,1,1,0,2.0,1,0,0,1,2,0,10,0
1,84,1,1,0,2.0,1,0,0,1,1,1,1200,0
0,84,1,1,0,2.0,2,0,1,1,0,0,0,0
0,224,1,1,1,2.0,2,0,0,1,0,0,0,0
0,103,1,1,0,2.0,1,0,0,2,0,1,10,1
0,133,1,1,1,2.0,4,0,0,1,1,0,0,0
0,234,1,2,1,2.0,4,0,0,2,0,0,0,0
0,90,1,1,0,2.0,2,1,0,2,2,1,0,0
0,83,1,1,0,2.0,1,0,0,1,1,0,100,1
1,92,1,1,1,2.0,5,0,0,0,1,0,7000,0
0,201,1,1,0,2.0,1,0,0,1,2,1,20,0
0,96,1,1,0,2.0,2,0,0,1,0,1,0,0
0,86,1,0,1,2.0,0,0,0,0,2,1,50,0
1,103,1,1,1,2.0,0,1,0,0,1,0,3000,1
0,113,1,1,0,2.0,2,2,0,2,2,0,0,0
0,108,1,1,0,2.0,4,0,0,1,0,1,0,0
1,143,1,1,1,2.0,1,0,0,2,1,1,3000,1
1,95,1,1,0,2.0,1,0,0,0,1,1,2500,1
0,129,1,1,1,2.0,1,0,0,0,1,0,100,0
1,123,1,1,0,2.0,1,1,0,0,2,0,1100,0
0,95,1,1,1,2.0,4,0,0,1,2,0,0,1
0,84,1,1,0,2.0,2,0,0,0,0,1,0,0
0,95,1,1,0,2.0,4,0,0,1,0,1,0,1
1,97,1,1,1,2.0,1,0,0,1,1,0,1200,1
0,125,1,1,0,2.0,1,2,0,1,2,0,50,0
0,98,1,1,0,2.0,0,0,0,1,0,0,100,1
0,95,1,1,0,2.0,4,0,0,0,0,1,0,1
0,86,1,1,1,2.0,1,0,0,1,2,1,400,0
1,100,1,1,0,2.0,1,0,0,1,2,0,1200,0
1,86,1,1,1,2.0,1,0,0,0,1,0,4700,0
0,139,1,1,0,2.0,4,0,0,0,2,1,0,0
1,116,1,1,1,2.0,0,0,0,0,1,0,1500,0
0,172,1,1,0,2.0,1,0,0,1,0,1,300,0
0,117,1,1,0,2.0,2,0,0,1,1,0,0,0
0,133,1,1,1,2.0,2,0,0,1,0,1,0,0
0,98,1,1,0,2.0,0,0,0,0,0,0,1000,1
0,235,1,1,0,2.0,2,0,0,1,0,1,0,0
1,95,1,1,1,2.0,0,0,0,1,0,0,2000,1
1,123,1,1,0,2.0,0,0,0,1,1,1,1800,0
0,140,1,1,0,2.0,2,1,1,1,2,0,0,0
0,139,1,1,0,2.0,1,0,0,1,0,1,10,0
0,98,1,1,1,2.0,2,0,0,0,0,1,0,1
0,84,1,1,0,2.0,1,0,0,1,1,1,300,0
0,89,1,1,1,2.0,1,0,0,0,1,0,90,0
0,171,1,1,1,2.0,1,0,0,0,1,0,500,0
0,173,1,0,0,2.0,1,0,0,0,0,0,1000,0
0,181,1,1,0,2.0,4,1,0,1,0,0,0,0
0,110,1,1,1,2.0,1,0,0,1,1,0,500,1
0,135,1,1,1,2.0,1,0,0,1,1,1,50,0
1,110,1,1,0,2.0,0,0,0,1,1,0,2000,1
1,114,1,1,0,2.0,5,0,0,0,1,0,7000,0
1,103,1,1,0,2.0,1,0,0,1,1,0,1900,1
0,145,1,1,1,2.0,2,0,0,1,2,0,0,0
0,86,1,1,1,2.0,1,0,0,1,1,0,100,0
1,92,1,1,0,2.0,1,0,0,1,1,0,1500,0
0,103,1,1,1,2.0,0,0,1,1,1,0,50,1
1,110,1,1,0,2.0,1,0,0,1,1,1,1500,1
0,125,1,1,0,2.0,2,0,0,1,1,0,0,0
0,98,1,1,1,2.0,4,0,0,1,1,0,0,1
0,133,1,1,0,2.0,0,0,0,1,1,0,1000,0
0,89,1,1,1,2.0,1,0,0,2,0,1,110,0
0,108,1,1,0,2.0,2,0,0,1,0,0,0,0
0,107,1,1,0,2.0,1,0,0,1,1,1,700,0
1,134,1,1,0,2.0,1,0,0,1,1,1,1200,1
1,98,1,1,1,2.0,5,0,0,1,1,0,4000,1
0,84,1,1,1,2.0,1,0,0,1,0,0,200,0
1,98,1,1,0,2.0,1,0,0,0,2,0,3100,1
1,92,1,1,0,2.0,1,0,0,1,1,0,3500,0
0,95,1,1,0,2.0,1,0,0,1,1,0,400,1
0,96,1,1,0,2.0,4,0,0,1,1,1,0,0
1,99,1,1,0,2.0,5,0,0,0,1,1,2000,0
0,98,1,1,0,2.0,1,0,0,1,1,0,150,1
1,99,1,1,0,2.0,1,0,0,1,1,0,2500,0
0,90,1,1,1,2.0,1,0,0,0,2,1,800,0
1,100,1,3,1,2.0,1,0,1,2,0,0,2800,0
0,103,1,2,0,2.0,4,0,0,0,2,1,0,1
1,123,1,1,0,2.0,1,0,0,1,1,0,4000,0
1,192,1,1,0,2.0,5,0,0,1,1,1,4100,0
